n_tries,n_choices,guesses,feedback,won
3,"[6512, 45, 8]","['fixed', 'force', 'flame']","{'false_letters': ['i', 'o', 'x', 'd', 'r', 'c'], 'true_letters': {0: 'f', 4: 'e', 1: 'l', 2: 'a', 3: 'm'}, 'misplaced_letters': {3: ['e']}}",1
4,"[6512, 2496, 330, 8]","['nymph', 'calls', 'rigid', 'quite']","{'false_letters': ['p', 'y', 'n', 'g', 'm', 'd', 's', 'a', 'l', 'r', 'h', 'c'], 'true_letters': {0: 'q', 1: 'u', 2: 'i', 3: 't', 4: 'e'}, 'misplaced_letters': {1: ['i'], 3: ['i']}}",1
7,"[6512, 868, 139, 37, 4, 3, 2]","['crime', 'tuned', 'asses', 'waves', 'wages', 'waxes', 'wakes']","{'false_letters': ['u', 'i', 'v', 'n', 'g', 'x', 'm', 'd', 'r', 't', 'c'], 'true_letters': {3: 'e', 4: 's', 0: 'w', 1: 'a', 2: 'k'}, 'misplaced_letters': {4: ['e'], 0: ['a'], 1: ['s'], 2: ['s']}}",0
2,"[6512, 58]","['mercy', 'perth']","{'false_letters': ['m', 'y', 'c'], 'true_letters': {1: 'e', 2: 'r', 0: 'p', 3: 't', 4: 'h'}, 'misplaced_letters': {}}",1
4,"[6512, 951, 77, 5]","['wrist', 'names', 'holes', 'soles']","{'false_letters': ['i', 'n', 'w', 'm', 'a', 'r', 't', 'h'], 'true_letters': {3: 'e', 4: 's', 1: 'o', 2: 'l', 0: 's'}, 'misplaced_letters': {3: ['s']}}",1
4,"[6512, 600, 58, 2]","['shalt', 'mayor', 'abide', 'began']","{'false_letters': ['i', 'o', 'y', 'd', 'm', 's', 'l', 'r', 't', 'h'], 'true_letters': {0: 'b', 1: 'e', 2: 'g', 3: 'a', 4: 'n'}, 'misplaced_letters': {2: ['a'], 1: ['a', 'b'], 0: ['a'], 4: ['e']}}",1
7,"[6512, 1770, 642, 81, 4, 2, 1]","['bring', 'fully', 'vexed', 'passe', 'sweat', 'steak', 'steam']","{'false_letters': ['f', 'p', 'u', 'i', 'y', 'n', 'v', 'g', 'x', 'w', 'd', 'b', 'l', 'r', 'k'], 'true_letters': {0: 's', 2: 'e', 3: 'a', 1: 't', 4: 'm'}, 'misplaced_letters': {1: ['e', 'a'], 3: ['e', 's'], 2: ['s'], 4: ['e', 't']}}",0
2,"[6512, 681]","['trout', 'herbs']","{'false_letters': ['t', 'u', 'o'], 'true_letters': {0: 'h', 1: 'e', 2: 'r', 3: 'b', 4: 's'}, 'misplaced_letters': {1: ['r']}}",1
6,"[6512, 434, 31, 12, 9, 1]","['fires', 'empty', 'belly', 'heavy', 'needy', 'weedy']","{'false_letters': ['f', 'p', 'i', 'n', 'v', 'm', 'b', 's', 'l', 'r', 'a', 't', 'h'], 'true_letters': {4: 'y', 1: 'e', 2: 'e', 3: 'd', 0: 'w'}, 'misplaced_letters': {3: ['e'], 0: ['e']}}",1
4,"[6512, 650, 123, 2]","['laugh', 'saved', 'casts', 'facts']","{'false_letters': ['e', 'u', 'v', 'g', 'd', 'l', 'h'], 'true_letters': {1: 'a', 3: 't', 4: 's', 0: 'f', 2: 'c'}, 'misplaced_letters': {0: ['s', 'c'], 2: ['s']}}",1
3,"[6512, 184, 1]","['loath', 'texas', 'begat']","{'false_letters': ['o', 'x', 's', 'l', 'h'], 'true_letters': {1: 'e', 3: 'a', 0: 'b', 2: 'g', 4: 't'}, 'misplaced_letters': {2: ['a'], 3: ['t'], 0: ['t']}}",1
2,"[6512, 11]","['tawny', 'tally']","{'false_letters': ['w', 'n'], 'true_letters': {0: 't', 1: 'a', 4: 'y', 2: 'l', 3: 'l'}, 'misplaced_letters': {}}",1
4,"[6512, 92, 16, 2]","['henry', 'while', 'chase', 'these']","{'false_letters': ['i', 'y', 'n', 'w', 'l', 'r', 'a', 'c'], 'true_letters': {1: 'h', 4: 'e', 3: 's', 0: 't', 2: 'e'}, 'misplaced_letters': {0: ['h'], 1: ['e']}}",1
3,"[6512, 276, 4]","['ports', 'habit', 'latin']","{'false_letters': ['p', 'o', 'b', 's', 'r', 'h'], 'true_letters': {1: 'a', 3: 'i', 0: 'l', 2: 't', 4: 'n'}, 'misplaced_letters': {3: ['t'], 4: ['t']}}",1
5,"[6512, 379, 21, 10, 3]","['tears', 'madam', 'david', 'candy', 'gaudy']","{'false_letters': ['e', 'i', 'n', 'v', 'm', 's', 'r', 't', 'c'], 'true_letters': {1: 'a', 3: 'd', 4: 'y', 0: 'g', 2: 'u'}, 'misplaced_letters': {2: ['a', 'd'], 3: ['a'], 0: ['d'], 4: ['d']}}",1
5,"[6512, 1098, 31, 3, 1]","['lamps', 'otter', 'theft', 'quite', 'unite']","{'false_letters': ['p', 'f', 'q', 'o', 'm', 's', 'l', 'a', 'r', 'h'], 'true_letters': {2: 'i', 3: 't', 4: 'e', 0: 'u', 1: 'n'}, 'misplaced_letters': {1: ['t', 'u'], 2: ['t', 'e'], 3: ['e'], 0: ['t'], 4: ['t']}}",1
3,"[6512, 214, 3]","['march', 'husky', 'bushy']","{'false_letters': ['m', 'a', 'r', 'k', 'c'], 'true_letters': {1: 'u', 2: 's', 4: 'y', 0: 'b', 3: 'h'}, 'misplaced_letters': {4: ['h'], 0: ['h']}}",1
2,"[6512, 2]","['elias', 'equal']","{'false_letters': ['i', 's'], 'true_letters': {0: 'e', 3: 'a', 1: 'q', 2: 'u', 4: 'l'}, 'misplaced_letters': {1: ['l']}}",1
4,"[6512, 515, 8, 3]","['stage', 'local', 'awful', 'anvil']","{'false_letters': ['e', 'f', 'u', 'o', 'g', 'w', 's', 't', 'c'], 'true_letters': {4: 'l', 0: 'a', 1: 'n', 2: 'v', 3: 'i'}, 'misplaced_letters': {2: ['a'], 0: ['l'], 3: ['a']}}",1
4,"[6512, 159, 3, 2]","['rosin', 'prime', 'price', 'pride']","{'false_letters': ['o', 'n', 'm', 's', 'c'], 'true_letters': {0: 'p', 1: 'r', 2: 'i', 4: 'e', 3: 'd'}, 'misplaced_letters': {0: ['r'], 3: ['i']}}",1
5,"[6512, 470, 4, 3, 2]","['balls', 'mouse', 'guise', 'curse', 'nurse']","{'false_letters': ['i', 'o', 'g', 'm', 'b', 'l', 'a', 'c'], 'true_letters': {3: 's', 4: 'e', 1: 'u', 2: 'r', 0: 'n'}, 'misplaced_letters': {4: ['s'], 2: ['u']}}",1
6,"[6512, 1841, 175, 70, 6, 3]","['tutor', 'calls', 'hymns', 'weeps', 'seeks', 'deeds']","{'false_letters': ['p', 'u', 'o', 'y', 'n', 'w', 'm', 'l', 'r', 'a', 'k', 't', 'h', 'c'], 'true_letters': {4: 's', 1: 'e', 2: 'e', 0: 'd', 3: 'd'}, 'misplaced_letters': {0: ['s']}}",1
4,"[6512, 321, 11, 1]","['sighs', 'wroth', 'march', 'reach']","{'false_letters': ['i', 'o', 'g', 'w', 'm', 's', 't'], 'true_letters': {4: 'h', 3: 'c', 0: 'r', 1: 'e', 2: 'a'}, 'misplaced_letters': {3: ['h'], 1: ['r', 'a'], 2: ['r']}}",1
3,"[6512, 304, 12]","['sweet', 'north', 'actor']","{'false_letters': ['e', 'n', 'w', 's', 'h'], 'true_letters': {0: 'a', 1: 'c', 2: 't', 3: 'o', 4: 'r'}, 'misplaced_letters': {4: ['t'], 1: ['o'], 2: ['r'], 3: ['t']}}",1
3,"[6512, 1398, 21]","['threw', 'limbs', 'loyal']","{'false_letters': ['e', 'i', 'w', 'm', 'b', 's', 'r', 't', 'h'], 'true_letters': {0: 'l', 1: 'o', 2: 'y', 3: 'a', 4: 'l'}, 'misplaced_letters': {}}",1
5,"[6512, 81, 22, 13, 1]","['lands', 'sneer', 'spoon', 'stung', 'swung']","{'false_letters': ['e', 'p', 'o', 'd', 'a', 'r', 'l', 't'], 'true_letters': {0: 's', 2: 'u', 3: 'n', 4: 'g', 1: 'w'}, 'misplaced_letters': {2: ['n'], 4: ['s', 'n'], 1: ['n']}}",1
4,"[6512, 464, 16, 1]","['fruit', 'goats', 'stock', 'those']","{'false_letters': ['f', 'u', 'i', 'g', 'a', 'r', 'k', 'c'], 'true_letters': {2: 'o', 0: 't', 1: 'h', 3: 's', 4: 'e'}, 'misplaced_letters': {4: ['t', 's'], 1: ['o', 't'], 3: ['t'], 0: ['s']}}",1
4,"[6512, 1416, 16, 1]","['woman', 'check', 'scull', 'scrip']","{'false_letters': ['e', 'u', 'o', 'n', 'w', 'm', 'a', 'l', 'k', 'h'], 'true_letters': {0: 's', 1: 'c', 2: 'r', 3: 'i', 4: 'p'}, 'misplaced_letters': {0: ['c'], 3: ['c']}}",1
4,"[6512, 1316, 14, 3]","['scowl', 'train', 'drear', 'break']","{'false_letters': ['i', 'o', 'n', 'w', 'd', 's', 'l', 't', 'c'], 'true_letters': {1: 'r', 2: 'e', 3: 'a', 0: 'b', 4: 'k'}, 'misplaced_letters': {2: ['a'], 4: ['r']}}",1
4,"[6512, 1712, 43, 3]","['creep', 'light', 'loads', 'lambs']","{'false_letters': ['p', 'e', 'i', 'o', 'g', 'd', 'r', 't', 'h', 'c'], 'true_letters': {0: 'l', 4: 's', 1: 'a', 2: 'm', 3: 'b'}, 'misplaced_letters': {2: ['a']}}",1
5,"[6512, 646, 41, 5, 4]","['habit', 'reins', 'giddy', 'dizzy', 'dimly']","{'false_letters': ['e', 'z', 'n', 'g', 'b', 's', 'a', 'r', 't', 'h'], 'true_letters': {1: 'i', 4: 'y', 0: 'd', 2: 'm', 3: 'l'}, 'misplaced_letters': {3: ['i', 'd'], 2: ['i', 'd']}}",1
3,"[6512, 708, 20]","['match', 'snake', 'spray']","{'false_letters': ['e', 'n', 'm', 'k', 't', 'h', 'c'], 'true_letters': {0: 's', 1: 'p', 2: 'r', 3: 'a', 4: 'y'}, 'misplaced_letters': {1: ['a'], 2: ['a']}}",1
3,"[6512, 192, 17]","['delay', 'bible', 'lines']","{'false_letters': ['y', 'd', 'b', 'a'], 'true_letters': {1: 'i', 0: 'l', 2: 'n', 3: 'e', 4: 's'}, 'misplaced_letters': {1: ['e'], 2: ['l'], 3: ['l'], 4: ['e']}}",1
5,"[6512, 289, 11, 6, 2]","['susan', 'smoke', 'stole', 'swore', 'scope']","{'false_letters': ['u', 'n', 'w', 'm', 'l', 'a', 'r', 'k', 't'], 'true_letters': {0: 's', 2: 'o', 4: 'e', 1: 'c', 3: 'p'}, 'misplaced_letters': {2: ['s']}}",1
4,"[6512, 1791, 86, 2]","['avail', 'chose', 'ropes', 'poems']","{'false_letters': ['i', 'v', 'l', 'r', 'a', 'h', 'c'], 'true_letters': {1: 'o', 4: 's', 0: 'p', 2: 'e', 3: 'm'}, 'misplaced_letters': {2: ['o', 'p'], 3: ['s', 'e'], 4: ['e']}}",1
4,"[6512, 1124, 49, 2]","['float', 'siege', 'wives', 'wiser']","{'false_letters': ['f', 'o', 'v', 'g', 'a', 'l', 't'], 'true_letters': {1: 'i', 0: 'w', 3: 'e', 2: 's', 4: 'r'}, 'misplaced_letters': {0: ['s'], 2: ['e'], 4: ['e', 's']}}",1
4,"[6512, 263, 6, 2]","['noisy', 'blend', 'agent', 'event']","{'false_letters': ['i', 'o', 'y', 'g', 'd', 'b', 's', 'l', 'a'], 'true_letters': {2: 'e', 3: 'n', 4: 't', 0: 'e', 1: 'v'}, 'misplaced_letters': {0: ['n']}}",1
5,"[6512, 47, 15, 5, 3]","['erect', 'query', 'spear', 'reeds', 'reefs']","{'false_letters': ['p', 'u', 'q', 'y', 'd', 'a', 't', 'c'], 'true_letters': {2: 'e', 0: 'r', 1: 'e', 4: 's', 3: 'f'}, 'misplaced_letters': {0: ['e', 's'], 1: ['r'], 3: ['r'], 4: ['r']}}",1
4,"[6512, 1391, 267, 2]","['smith', 'ruddy', 'apple', 'place']","{'false_letters': ['u', 'i', 'y', 'm', 'd', 's', 'r', 't', 'h'], 'true_letters': {4: 'e', 0: 'p', 1: 'l', 2: 'a', 3: 'c'}, 'misplaced_letters': {0: ['a'], 1: ['p'], 2: ['p'], 3: ['l']}}",1
6,"[6512, 3266, 261, 24, 12, 5]","['jimmy', 'raved', 'tests', 'opens', 'bless', 'shews']","{'false_letters': ['p', 'j', 'i', 'o', 'y', 'v', 'n', 'm', 'd', 'b', 'a', 'r', 'l', 't'], 'true_letters': {4: 's', 2: 'e', 0: 's', 1: 'h', 3: 'w'}, 'misplaced_letters': {3: ['e', 's'], 1: ['e'], 2: ['s']}}",1
6,"[6512, 253, 124, 7, 3, 2]","['safer', 'mammy', 'cabin', 'watch', 'hatch', 'latch']","{'false_letters': ['f', 'e', 'i', 'y', 'n', 'w', 'm', 'b', 's', 'r'], 'true_letters': {1: 'a', 2: 't', 3: 'c', 4: 'h', 0: 'l'}, 'misplaced_letters': {0: ['c', 'h']}}",1
4,"[6512, 908, 62, 3]","['yield', 'beaks', 'hopes', 'homes']","{'false_letters': ['p', 'i', 'y', 'd', 'b', 'l', 'a', 'k'], 'true_letters': {4: 's', 0: 'h', 1: 'o', 3: 'e', 2: 'm'}, 'misplaced_letters': {2: ['e'], 1: ['e']}}",1
5,"[6512, 275, 26, 4, 1]","['backs', 'cured', 'fence', 'twice', 'piece']","{'false_letters': ['f', 'u', 'n', 'w', 'd', 'b', 's', 'a', 'r', 'k', 't'], 'true_letters': {3: 'c', 4: 'e', 0: 'p', 1: 'i', 2: 'e'}, 'misplaced_letters': {2: ['c', 'i'], 0: ['c'], 3: ['e'], 1: ['e']}}",1
4,"[6512, 1437, 45, 9]","['chaff', 'alone', 'jonas', 'woman']","{'false_letters': ['f', 'e', 'j', 's', 'l', 'h', 'c'], 'true_letters': {1: 'o', 3: 'a', 0: 'w', 2: 'm', 4: 'n'}, 'misplaced_letters': {2: ['a', 'o', 'n'], 0: ['a'], 3: ['n']}}",1
2,"[6512, 2]","['waste', 'waltz']","{'false_letters': ['e', 's'], 'true_letters': {0: 'w', 1: 'a', 3: 't', 2: 'l', 4: 'z'}, 'misplaced_letters': {}}",1
5,"[6512, 226, 15, 9, 2]","['theft', 'speed', 'scene', 'seems', 'seeks']","{'false_letters': ['p', 'f', 'n', 'm', 'd', 't', 'h', 'c'], 'true_letters': {2: 'e', 0: 's', 1: 'e', 4: 's', 3: 'k'}, 'misplaced_letters': {3: ['e'], 4: ['e']}}",1
4,"[6512, 597, 4, 2]","['noted', 'clews', 'bless', 'pleas']","{'false_letters': ['o', 'n', 'w', 'd', 'b', 't', 'c'], 'true_letters': {1: 'l', 2: 'e', 4: 's', 0: 'p', 3: 'a'}, 'misplaced_letters': {3: ['e', 's']}}",1
2,"[6512, 9]","['moles', 'means']","{'false_letters': ['o', 'l'], 'true_letters': {0: 'm', 4: 's', 1: 'e', 2: 'a', 3: 'n'}, 'misplaced_letters': {3: ['e']}}",1
4,"[6512, 51, 19, 6]","['girth', 'group', 'grass', 'green']","{'false_letters': ['p', 'u', 'i', 'o', 's', 'a', 't', 'h'], 'true_letters': {0: 'g', 1: 'r', 2: 'e', 3: 'e', 4: 'n'}, 'misplaced_letters': {2: ['r']}}",1
3,"[6512, 499, 1]","['slung', 'wield', 'ideal']","{'false_letters': ['u', 'n', 'g', 'w', 's'], 'true_letters': {2: 'e', 0: 'i', 1: 'd', 3: 'a', 4: 'l'}, 'misplaced_letters': {1: ['l', 'i'], 3: ['l'], 4: ['d']}}",1
6,"[6512, 175, 108, 25, 21, 2]","['wider', 'bleed', 'faced', 'dazed', 'gaped', 'paved']","{'false_letters': ['f', 'i', 'z', 'w', 'g', 'b', 'l', 'r', 'c'], 'true_letters': {3: 'e', 4: 'd', 1: 'a', 0: 'p', 2: 'v'}, 'misplaced_letters': {2: ['d', 'e', 'p'], 0: ['d']}}",1
3,"[6512, 223, 4]","['whims', 'drive', 'cried']","{'false_letters': ['v', 'w', 'm', 's', 'h'], 'true_letters': {2: 'i', 1: 'r', 0: 'c', 3: 'e', 4: 'd'}, 'misplaced_letters': {0: ['d'], 4: ['e']}}",1
4,"[6512, 53, 30, 13]","['renew', 'reeds', 'remit', 'repay']","{'false_letters': ['i', 'n', 'w', 'm', 'd', 's', 't'], 'true_letters': {0: 'r', 1: 'e', 2: 'p', 3: 'a', 4: 'y'}, 'misplaced_letters': {3: ['e'], 2: ['e']}}",1
3,"[6512, 37, 2]","['start', 'cruet', 'right']","{'false_letters': ['e', 'u', 's', 'a', 'c'], 'true_letters': {4: 't', 0: 'r', 1: 'i', 2: 'g', 3: 'h'}, 'misplaced_letters': {1: ['t', 'r'], 3: ['r']}}",1
3,"[6512, 37, 8]","['space', 'repay', 'panel']","{'false_letters': ['r', 'y', 's', 'c'], 'true_letters': {0: 'p', 1: 'a', 2: 'n', 3: 'e', 4: 'l'}, 'misplaced_letters': {1: ['p', 'e'], 2: ['a', 'p'], 4: ['e'], 3: ['a']}}",1
5,"[6512, 103, 23, 3, 2]","['cyrus', 'round', 'queer', 'utter', 'upper']","{'false_letters': ['q', 'y', 'o', 'n', 'd', 's', 't', 'c'], 'true_letters': {3: 'e', 4: 'r', 0: 'u', 1: 'p', 2: 'p'}, 'misplaced_letters': {2: ['r', 'u', 'e'], 3: ['u'], 0: ['r'], 1: ['u']}}",1
8,"[6512, 934, 81, 7, 6, 5, 4, 3]","['ships', 'beams', 'waxes', 'wales', 'wages', 'wares', 'waves', 'wakes']","{'false_letters': ['p', 'i', 'v', 'x', 'g', 'm', 'b', 'l', 'r', 'h'], 'true_letters': {4: 's', 0: 'w', 1: 'a', 3: 'e', 2: 'k'}, 'misplaced_letters': {0: ['s'], 1: ['e'], 2: ['a']}}",0
7,"[6512, 359, 109, 20, 13, 10, 3]","['tiles', 'green', 'paced', 'waved', 'dazed', 'faded', 'famed']","{'false_letters': ['p', 'i', 'z', 'v', 'n', 'g', 'w', 's', 'l', 'r', 't', 'c'], 'true_letters': {3: 'e', 1: 'a', 4: 'd', 0: 'f', 2: 'm'}, 'misplaced_letters': {2: ['e', 'd'], 0: ['d']}}",0
6,"[6512, 707, 206, 32, 5, 1]","['brief', 'guess', 'elton', 'whale', 'apple', 'maple']","{'false_letters': ['f', 'u', 'i', 'o', 'n', 'g', 'w', 'b', 's', 'r', 't', 'h'], 'true_letters': {3: 'l', 4: 'e', 2: 'p', 0: 'm', 1: 'a'}, 'misplaced_letters': {3: ['e'], 2: ['e', 'a'], 0: ['e', 'a'], 1: ['l', 'p']}}",1
4,"[6512, 514, 13, 1]","['fowls', 'bulky', 'laban', 'rebel']","{'false_letters': ['f', 'u', 'o', 'y', 'n', 'w', 's', 'a', 'k'], 'true_letters': {2: 'b', 0: 'r', 1: 'e', 3: 'e', 4: 'l'}, 'misplaced_letters': {3: ['l'], 0: ['b', 'l'], 2: ['l']}}",1
4,"[6512, 30, 2, 1]","['spies', 'swamp', 'strap', 'scrap']","{'false_letters': ['e', 'i', 'w', 'm', 't'], 'true_letters': {0: 's', 4: 'p', 2: 'r', 3: 'a', 1: 'c'}, 'misplaced_letters': {1: ['p'], 4: ['s'], 2: ['a']}}",1
2,"[6512, 7]","['salad', 'madam']","{'false_letters': ['s', 'l'], 'true_letters': {1: 'a', 3: 'a', 0: 'm', 2: 'd', 4: 'm'}, 'misplaced_letters': {4: ['d']}}",1
4,"[6512, 425, 24, 1]","['altar', 'deity', 'tenth', 'tents']","{'false_letters': ['i', 'y', 'd', 'a', 'r', 'l', 'h'], 'true_letters': {1: 'e', 3: 't', 0: 't', 2: 'n', 4: 's'}, 'misplaced_letters': {2: ['t']}}",1
3,"[6512, 2965, 12]","['known', 'ariel', 'admit']","{'false_letters': ['e', 'o', 'n', 'w', 'l', 'r', 'k'], 'true_letters': {0: 'a', 1: 'd', 2: 'm', 3: 'i', 4: 't'}, 'misplaced_letters': {2: ['i']}}",1
3,"[6512, 469, 1]","['godly', 'shoot', 'chaos']","{'false_letters': ['y', 'g', 'd', 'l', 't'], 'true_letters': {1: 'h', 3: 'o', 0: 'c', 2: 'a', 4: 's'}, 'misplaced_letters': {1: ['o'], 0: ['s'], 2: ['o']}}",1
3,"[6512, 1542, 27]","['lilac', 'hoops', 'sweep']","{'false_letters': ['i', 'o', 'a', 'l', 'h', 'c'], 'true_letters': {0: 's', 1: 'w', 2: 'e', 3: 'e', 4: 'p'}, 'misplaced_letters': {3: ['p'], 4: ['s']}}",1
5,"[6512, 619, 200, 8, 1]","['feast', 'wreck', 'pined', 'ebony', 'noble']","{'false_letters': ['f', 'p', 'i', 'y', 'w', 'd', 's', 'a', 'r', 'k', 't', 'c'], 'true_letters': {0: 'n', 1: 'o', 2: 'b', 3: 'l', 4: 'e'}, 'misplaced_letters': {1: ['e', 'b'], 2: ['e', 'n', 'o'], 3: ['e', 'n'], 0: ['e']}}",1
3,"[6512, 1159, 75]","['dared', 'hoofs', 'gogol']","{'false_letters': ['e', 'f', 'd', 's', 'a', 'r', 'h'], 'true_letters': {1: 'o', 0: 'g', 2: 'g', 3: 'o', 4: 'l'}, 'misplaced_letters': {2: ['o']}}",1
3,"[6512, 227, 21]","['heaps', 'deere', 'demon']","{'false_letters': ['p', 's', 'a', 'r', 'h'], 'true_letters': {1: 'e', 0: 'd', 2: 'm', 3: 'o', 4: 'n'}, 'misplaced_letters': {2: ['e'], 4: ['e']}}",1
4,"[6512, 1255, 29, 7]","['using', 'flask', 'scalp', 'shalt']","{'false_letters': ['f', 'p', 'u', 'i', 'n', 'g', 'k', 'c'], 'true_letters': {2: 'a', 0: 's', 3: 'l', 1: 'h', 4: 't'}, 'misplaced_letters': {1: ['s', 'l'], 3: ['s']}}",1
4,"[6512, 559, 47, 1]","['walls', 'brake', 'cigar', 'actor']","{'false_letters': ['e', 'i', 'w', 'g', 'b', 's', 'l', 'k'], 'true_letters': {4: 'r', 0: 'a', 1: 'c', 2: 't', 3: 'o'}, 'misplaced_letters': {1: ['a', 'r'], 2: ['a'], 0: ['c'], 3: ['a']}}",1
6,"[6512, 1177, 29, 9, 4, 2]","['beets', 'wrong', 'array', 'drama', 'crack', 'frail']","{'false_letters': ['e', 'o', 'y', 'n', 'w', 'g', 'd', 'b', 's', 'm', 'k', 't', 'c'], 'true_letters': {1: 'r', 2: 'a', 0: 'f', 3: 'i', 4: 'l'}, 'misplaced_letters': {0: ['a'], 2: ['r'], 3: ['a'], 4: ['a']}}",1
3,"[6512, 395, 71]","['beach', 'negro', 'terms']","{'false_letters': ['o', 'n', 'g', 'b', 'a', 'h', 'c'], 'true_letters': {1: 'e', 0: 't', 2: 'r', 3: 'm', 4: 's'}, 'misplaced_letters': {3: ['r']}}",1
3,"[6512, 139, 2]","['trace', 'vista', 'vault']","{'false_letters': ['e', 'i', 's', 'r', 'c'], 'true_letters': {0: 'v', 1: 'a', 2: 'u', 3: 'l', 4: 't'}, 'misplaced_letters': {0: ['t'], 2: ['a'], 3: ['t'], 4: ['a']}}",1
2,"[6512, 2]","['twine', 'thine']","{'false_letters': ['w'], 'true_letters': {0: 't', 2: 'i', 3: 'n', 4: 'e', 1: 'h'}, 'misplaced_letters': {}}",1
5,"[6512, 358, 110, 37, 7]","['blast', 'sarah', 'waxes', 'gangs', 'pains']","{'false_letters': ['e', 'x', 'w', 'g', 'b', 'l', 'r', 't', 'h'], 'true_letters': {1: 'a', 4: 's', 0: 'p', 2: 'i', 3: 'n'}, 'misplaced_letters': {2: ['a', 'n'], 3: ['s', 'a'], 0: ['s']}}",1
3,"[6512, 40, 5]","['ghost', 'swept', 'scent']","{'false_letters': ['p', 'o', 'g', 'w', 'h'], 'true_letters': {4: 't', 0: 's', 2: 'e', 1: 'c', 3: 'n'}, 'misplaced_letters': {3: ['s']}}",1
3,"[6512, 311, 1]","['cloak', 'apple', 'apply']","{'false_letters': ['e', 'o', 'k', 'c'], 'true_letters': {0: 'a', 1: 'p', 2: 'p', 3: 'l', 4: 'y'}, 'misplaced_letters': {1: ['l'], 3: ['a']}}",1
4,"[6512, 1110, 371, 3]","['crops', 'funny', 'alive', 'twixt']","{'false_letters': ['p', 'e', 'u', 'f', 'o', 'y', 'n', 'v', 's', 'a', 'r', 'l', 'c'], 'true_letters': {2: 'i', 0: 't', 1: 'w', 3: 'x', 4: 't'}, 'misplaced_letters': {}}",1
4,"[6512, 508, 12, 8]","['infer', 'billy', 'wills', 'hills']","{'false_letters': ['f', 'e', 'y', 'n', 'w', 'b', 'r'], 'true_letters': {1: 'i', 2: 'l', 3: 'l', 4: 's', 0: 'h'}, 'misplaced_letters': {0: ['i']}}",1
6,"[6512, 103, 31, 21, 14, 1]","['aloud', 'third', 'mixed', 'dined', 'sided', 'sized']","{'false_letters': ['u', 'o', 'x', 'n', 'm', 'l', 'r', 'a', 't', 'h'], 'true_letters': {4: 'd', 1: 'i', 3: 'e', 0: 's', 2: 'z'}, 'misplaced_letters': {2: ['i', 'd'], 0: ['d']}}",1
4,"[6512, 805, 14, 2]","['right', 'brass', 'broke', 'brook']","{'false_letters': ['e', 'i', 'g', 's', 'a', 't', 'h'], 'true_letters': {0: 'b', 1: 'r', 2: 'o', 3: 'o', 4: 'k'}, 'misplaced_letters': {0: ['r'], 3: ['k']}}",1
5,"[6512, 219, 54, 17, 1]","['table', 'loved', 'sleep', 'cruel', 'uriel']","{'false_letters': ['p', 'o', 'v', 'd', 'b', 's', 'a', 't', 'c'], 'true_letters': {3: 'e', 1: 'r', 4: 'l', 0: 'u', 2: 'i'}, 'misplaced_letters': {3: ['l'], 4: ['e'], 0: ['l'], 1: ['l'], 2: ['e', 'u']}}",1
5,"[6512, 724, 40, 3, 2]","['roofs', 'large', 'march', 'harry', 'hardy']","{'false_letters': ['f', 'e', 'o', 'g', 'm', 's', 'l', 'c'], 'true_letters': {1: 'a', 2: 'r', 0: 'h', 4: 'y', 3: 'd'}, 'misplaced_letters': {0: ['r'], 4: ['h'], 3: ['r']}}",1
3,"[6512, 779, 17]","['glare', 'downs', 'spots']","{'false_letters': ['e', 'n', 'g', 'w', 'd', 'l', 'r', 'a'], 'true_letters': {4: 's', 0: 's', 1: 'p', 2: 'o', 3: 't'}, 'misplaced_letters': {1: ['o']}}",1
3,"[6512, 126, 2]","['renew', 'brand', 'train']","{'false_letters': ['e', 'w', 'd', 'b'], 'true_letters': {1: 'r', 2: 'a', 0: 't', 3: 'i', 4: 'n'}, 'misplaced_letters': {0: ['r'], 2: ['n'], 3: ['n']}}",1
5,"[6512, 490, 123, 2, 1]","['manor', 'adieu', 'feast', 'exalt', 'exact']","{'false_letters': ['f', 'u', 'i', 'o', 'n', 'm', 'd', 's', 'l', 'r'], 'true_letters': {2: 'a', 4: 't', 0: 'e', 1: 'x', 3: 'c'}, 'misplaced_letters': {1: ['a', 'e'], 0: ['a'], 3: ['e']}}",1
3,"[6512, 1040, 12]","['fiery', 'necks', 'onset']","{'false_letters': ['f', 'i', 'y', 'r', 'k', 'c'], 'true_letters': {0: 'o', 1: 'n', 2: 's', 3: 'e', 4: 't'}, 'misplaced_letters': {2: ['e'], 0: ['n'], 1: ['e'], 4: ['s']}}",1
5,"[6512, 454, 79, 3, 2]","['lucre', 'eager', 'dried', 'fried', 'tried']","{'false_letters': ['f', 'u', 'g', 'a', 'l', 'c'], 'true_letters': {3: 'e', 1: 'r', 2: 'i', 4: 'd', 0: 't'}, 'misplaced_letters': {3: ['r'], 4: ['e', 'r'], 0: ['e', 'd']}}",1
5,"[6512, 1596, 76, 12, 1]","['myths', 'olive', 'dance', 'aware', 'azure']","{'false_letters': ['i', 'o', 'y', 'v', 'n', 'w', 'm', 'd', 's', 'l', 't', 'h', 'c'], 'true_letters': {4: 'e', 0: 'a', 3: 'r', 1: 'z', 2: 'u'}, 'misplaced_letters': {1: ['a'], 2: ['a']}}",1
